order_date,final_anomaly_status,confidence,business_impact,main_anomaly_causes,orders,revenue,profit,revenue_impact_percentage,profit_impact_percentage,orders_impact_percentage,ai_business_explanation
2025-12-30,Confirmed Anomaly,High,Critical,"orders (z=3.65), quantity (z=2.98), discount (z=2.30)",143,154444.45,52779.37,63.54065268453964,27.853141143081295,92.78580345996076,"An anomaly was detected on 2025-12-30 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 63.5% compared with normal business performance, profit increased by 27.9%, and orders increased by 92.8%. The main contributing KPIs were orders (z=3.65), quantity (z=2.98), discount (z=2.30)."
2024-11-29,Possible Anomaly,Medium,Critical,"quantity (z=2.34), profit (z=2.05), revenue (z=2.03)",111,153226.71,57807.79,62.25119233552694,40.034023408002085,49.64492436402549,"An anomaly was detected on 2024-11-29 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 62.3% compared with normal business performance, profit increased by 40.0%, and orders increased by 49.6%. The main contributing KPIs were quantity (z=2.34), profit (z=2.05), revenue (z=2.03)."
2021-11-06,Possible Anomaly,Medium,Critical,"orders (z=2.08), revenue (z=2.01), gross_sales (z=2.01)",114,152676.38,54889.78,61.66844994891556,32.96541413155708,53.68938177926943,"An anomaly was detected on 2021-11-06 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 61.7% compared with normal business performance, profit increased by 33.0%, and orders increased by 53.7%. The main contributing KPIs were orders (z=2.08), revenue (z=2.01), gross_sales (z=2.01)."
2021-02-17,Confirmed Anomaly,High,Critical,"profit (z=-3.01), revenue (z=-2.19), orders (z=-2.09)",37,36431.11,18012.69,-61.42323335398417,-56.36592485024795,-50.11835854532484,"An anomaly was detected on 2021-02-17 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue decreased by 61.4% compared with normal business performance, profit decreased by 56.4%, and orders decreased by 50.1%. The main contributing KPIs were profit (z=-3.01), revenue (z=-2.19), orders (z=-2.09)."
2023-12-17,Possible Anomaly,Medium,Critical,"profit_margin (z=-2.83), discount (z=2.55), product_cost (z=2.48)",118,151723.1,42252.34,60.65902530859266,2.3523848360724795,59.08199166626134,"An anomaly was detected on 2023-12-17 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 60.7% compared with normal business performance, profit increased by 2.4%, and orders increased by 59.1%. The main contributing KPIs were profit_margin (z=-2.83), discount (z=2.55), product_cost (z=2.48)."
2025-12-14,Possible Anomaly,Medium,Critical,"orders (z=2.13), quantity (z=2.06)",115,151563.5,55735.01,60.49002546322137,35.012905613330496,55.037534251017405,"An anomaly was detected on 2025-12-14 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 60.5% compared with normal business performance, profit increased by 35.0%, and orders increased by 55.0%. The main contributing KPIs were orders (z=2.13), quantity (z=2.06)."
2022-12-08,Possible Anomaly,Medium,Critical,"profit_margin (z=-2.92), discount (z=2.67), product_cost (z=2.45)",117,149477.86,40863.05,58.28154903778178,-1.013041664067075,57.73383919451336,"An anomaly was detected on 2022-12-08 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 58.3% compared with normal business performance, profit decreased by 1.0%, and orders increased by 57.7%. The main contributing KPIs were profit_margin (z=-2.92), discount (z=2.67), product_cost (z=2.45)."
2025-11-13,Possible Anomaly,Medium,Critical,"discount (z=2.99), profit_margin (z=-2.54), gross_sales (z=2.42)",106,148630.12,43861.03,57.38388031024388,6.2492875392586615,42.904162005285606,"An anomaly was detected on 2025-11-13 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 57.4% compared with normal business performance, profit increased by 6.2%, and orders increased by 42.9%. The main contributing KPIs were discount (z=2.99), profit_margin (z=-2.54), gross_sales (z=2.42)."
2022-12-23,Possible Anomaly,Medium,Critical,"orders (z=2.62), quantity (z=2.44)",124,147250.66,52307.93,55.92317525575851,26.711121356553065,67.17090649674921,"An anomaly was detected on 2022-12-23 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 55.9% compared with normal business performance, profit increased by 26.7%, and orders increased by 67.2%. The main contributing KPIs were orders (z=2.62), quantity (z=2.44)."
2021-11-07,Confirmed Anomaly,High,Critical,"negative_sentiment_rate (z=3.47), discount (z=2.45), profit_margin (z=-2.35)",106,145104.53,44463.68,53.65064619468916,7.709151412394664,42.904162005285606,"An anomaly was detected on 2021-11-07 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 53.7% compared with normal business performance, profit increased by 7.7%, and orders increased by 42.9%. The main contributing KPIs were negative_sentiment_rate (z=3.47), discount (z=2.45), profit_margin (z=-2.35)."
2025-08-21,Possible Anomaly,Medium,Critical,profit (z=3.26),97,144668.38,67352.64,53.18880858467235,63.15553952764389,30.770789759553814,"An anomaly was detected on 2025-08-21 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 53.2% compared with normal business performance, profit increased by 63.2%, and orders increased by 30.8%. The main contributing KPIs were profit (z=3.26)."
2023-11-18,Possible Anomaly,Medium,Critical,"discount (z=2.43), profit_margin (z=-2.41), quantity (z=2.22)",116,144655.08,43778.31,53.17472526422472,6.048905991783657,56.385686722765385,"An anomaly was detected on 2023-11-18 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 53.2% compared with normal business performance, profit increased by 6.0%, and orders increased by 56.4%. The main contributing KPIs were discount (z=2.43), profit_margin (z=-2.41), quantity (z=2.22)."
2022-09-05,Possible Anomaly,Medium,Critical,"average_order_value (z=3.63), profit (z=2.64)",80,144591.85,62497.72,53.10777125280352,51.39494496203297,7.852197739838195,"An anomaly was detected on 2022-09-05 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 53.1% compared with normal business performance, profit increased by 51.4%, and orders increased by 7.9%. The main contributing KPIs were average_order_value (z=3.63), profit (z=2.64)."
2023-12-30,Possible Anomaly,Medium,Critical,"discount (z=2.38), quantity (z=2.34), profit_margin (z=-2.32)",116,144494.71,44530.29,53.00491006872227,7.870507975224814,56.385686722765385,"An anomaly was detected on 2023-12-30 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 53.0% compared with normal business performance, profit increased by 7.9%, and orders increased by 56.4%. The main contributing KPIs were discount (z=2.38), quantity (z=2.34), profit_margin (z=-2.32)."
2021-02-01,Possible Anomaly,Medium,Critical,profit (z=-2.60),42,44608.18,21242.73,-52.76456439665247,-48.54145176506716,-43.37759618658495,"An anomaly was detected on 2021-02-01 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 52.8% compared with normal business performance, profit decreased by 48.5%, and orders decreased by 43.4%. The main contributing KPIs were profit (z=-2.60)."
2021-02-03,Possible Anomaly,Medium,Critical,profit (z=-2.40),42,47406.7,22815.2,-49.80122199522117,-44.73228866112596,-43.37759618658495,"An anomaly was detected on 2021-02-03 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 49.8% compared with normal business performance, profit decreased by 44.7%, and orders decreased by 43.4%. The main contributing KPIs were profit (z=-2.40)."
2022-11-11,Possible Anomaly,Medium,Critical,"repeat_customer_rate (z=-2.75), discount (z=2.08)",111,141165.77,47704.82,49.47990790550001,15.560513220701328,49.64492436402549,"An anomaly was detected on 2022-11-11 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 49.5% compared with normal business performance, profit increased by 15.6%, and orders increased by 49.6%. The main contributing KPIs were repeat_customer_rate (z=-2.75), discount (z=2.08)."
2021-02-24,Possible Anomaly,Medium,Critical,"profit (z=-2.45), average_rating (z=2.42), average_order_value (z=-2.12)",50,48442.87,22446.92,-48.70402544272517,-45.62441289110776,-32.592376412601126,"An anomaly was detected on 2021-02-24 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 48.7% compared with normal business performance, profit decreased by 45.6%, and orders decreased by 32.6%. The main contributing KPIs were profit (z=-2.45), average_rating (z=2.42), average_order_value (z=-2.12)."
2023-06-24,Confirmed Anomaly,High,Critical,"profit (z=3.26), negative_sentiment_rate (z=2.91)",92,139976.81,67332.17,48.22092259126043,63.10595284634779,24.030027400813925,"An anomaly was detected on 2023-06-24 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue increased by 48.2% compared with normal business performance, profit increased by 63.1%, and orders increased by 24.0%. The main contributing KPIs were profit (z=3.26), negative_sentiment_rate (z=2.91)."
2022-06-30,Possible Anomaly,Medium,Critical,"profit (z=2.84), average_rating (z=2.53), average_order_value (z=2.13)",88,139780.51,64077.78,48.01306125262397,55.22249413881429,18.63741751382201,"An anomaly was detected on 2022-06-30 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 48.0% compared with normal business performance, profit increased by 55.2%, and orders increased by 18.6%. The main contributing KPIs were profit (z=2.84), average_rating (z=2.53), average_order_value (z=2.13)."
2021-09-20,Possible Anomaly,Medium,Critical,"average_order_value (z=3.19), profit (z=2.04)",80,139511.79,57775.86,47.72851464580585,39.95667593688413,7.852197739838195,"An anomaly was detected on 2021-09-20 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 47.7% compared with normal business performance, profit increased by 40.0%, and orders increased by 7.9%. The main contributing KPIs were average_order_value (z=3.19), profit (z=2.04)."
2023-09-28,Confirmed Anomaly,High,Critical,"repeat_customer_rate (z=-3.24), profit (z=-2.59)",48,49513.5,21291.44,-47.57033932461832,-48.42345629628685,-35.28868135609709,"An anomaly was detected on 2023-09-28 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue decreased by 47.6% compared with normal business performance, profit decreased by 48.4%, and orders decreased by 35.3%. The main contributing KPIs were repeat_customer_rate (z=-3.24), profit (z=-2.59)."
2021-11-13,Possible Anomaly,Medium,Critical,"profit_margin (z=-2.63), average_rating (z=2.27), discount (z=2.06)",89,139198.75,40390.16,47.397037756112695,-2.158573941454085,19.98556998556999,"An anomaly was detected on 2021-11-13 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 47.4% compared with normal business performance, profit decreased by 2.2%, and orders increased by 20.0%. The main contributing KPIs were profit_margin (z=-2.63), average_rating (z=2.27), discount (z=2.06)."
2023-04-26,Confirmed Anomaly,High,Critical,"negative_sentiment_rate (z=3.32), average_order_value (z=-2.56), delivery_delay_rate (z=2.46)",55,49726.83,23212.82,-47.34444498243125,-43.76909099542226,-25.851614053861244,"An anomaly was detected on 2023-04-26 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue decreased by 47.3% compared with normal business performance, profit decreased by 43.8%, and orders decreased by 25.9%. The main contributing KPIs were negative_sentiment_rate (z=3.32), average_order_value (z=-2.56), delivery_delay_rate (z=2.46)."
2022-12-26,Possible Anomaly,Medium,Critical,"profit_margin (z=-2.64), discount (z=2.28), product_cost (z=2.01)",96,138440.96,40097.95,46.59461674844413,-2.8664256337615264,29.42263728780583,"An anomaly was detected on 2022-12-26 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 46.6% compared with normal business performance, profit decreased by 2.9%, and orders increased by 29.4%. The main contributing KPIs were profit_margin (z=-2.64), discount (z=2.28), product_cost (z=2.01)."
2023-11-08,Possible Anomaly,Medium,Critical,"payment_failure_rate (z=2.48), delivery_delay_rate (z=-2.22), quantity (z=2.06)",111,137215.39,50379.42,45.296865241604046,22.039484290293196,49.64492436402549,"An anomaly was detected on 2023-11-08 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 45.3% compared with normal business performance, profit increased by 22.0%, and orders increased by 49.6%. The main contributing KPIs were payment_failure_rate (z=2.48), delivery_delay_rate (z=-2.22), quantity (z=2.06)."
2024-01-26,Confirmed Anomaly,High,Critical,repeat_customer_rate (z=-3.40),46,54418.93,26357.76,-42.37599777399399,-36.15076478753987,-37.98498629959304,"An anomaly was detected on 2024-01-26 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue decreased by 42.4% compared with normal business performance, profit decreased by 36.2%, and orders decreased by 38.0%. The main contributing KPIs were repeat_customer_rate (z=-3.40)."
2023-11-28,Possible Anomaly,Medium,Critical,"profit_margin (z=-2.54), discount (z=2.13)",95,133611.26,39432.94,41.48046541266924,-4.477350837900185,28.074484816057858,"An anomaly was detected on 2023-11-28 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 41.5% compared with normal business performance, profit decreased by 4.5%, and orders increased by 28.1%. The main contributing KPIs were profit_margin (z=-2.54), discount (z=2.13)."
2025-10-31,Possible Anomaly,Medium,Critical,"average_order_value (z=-3.09), profit (z=-2.09)",67,55435.12,25243.5,-41.29995796905763,-38.849956556029895,-9.673784392885512,"An anomaly was detected on 2025-10-31 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 41.3% compared with normal business performance, profit decreased by 38.8%, and orders decreased by 9.7%. The main contributing KPIs were average_order_value (z=-3.09), profit (z=-2.09)."
2023-02-25,Confirmed Anomaly,High,Critical,"repeat_customer_rate (z=-6.77), delivery_delay_rate (z=-2.10), profit (z=-2.06)",49,55798.3,25476.47,-40.91538802017329,-38.28560828336003,-33.940528884349106,"An anomaly was detected on 2023-02-25 with high confidence. The anomaly is classified as confirmed anomaly with critical business impact. Revenue decreased by 40.9% compared with normal business performance, profit decreased by 38.3%, and orders decreased by 33.9%. The main contributing KPIs were repeat_customer_rate (z=-6.77), delivery_delay_rate (z=-2.10), profit (z=-2.06)."
2022-05-03,Possible Anomaly,Medium,Critical,"payment_failure_rate (z=3.19), average_order_value (z=-2.02)",57,55996.65,28147.42,-40.705355944174585,-31.815479001102347,-23.155309110365284,"An anomaly was detected on 2022-05-03 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 40.7% compared with normal business performance, profit decreased by 31.8%, and orders decreased by 23.2%. The main contributing KPIs were payment_failure_rate (z=3.19), average_order_value (z=-2.02)."
2023-11-21,Possible Anomaly,Medium,Critical,,93,131996.48,47308.4,39.7705808869259,14.60022244398421,25.3781798725619,"An anomaly was detected on 2023-11-21 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 39.8% compared with normal business performance, profit increased by 14.6%, and orders increased by 25.4%. The main contributing KPIs were multiple business KPIs."
2025-03-13,Possible Anomaly,Medium,Critical,negative_sentiment_rate (z=3.90),48,57215.26,27874.62,-39.414974355403295,-32.47631176405182,-35.28868135609709,"An anomaly was detected on 2025-03-13 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 39.4% compared with normal business performance, profit decreased by 32.5%, and orders decreased by 35.3%. The main contributing KPIs were negative_sentiment_rate (z=3.90)."
2025-12-16,Possible Anomaly,Medium,Critical,"repeat_customer_rate (z=-2.69), profit_margin (z=-2.36), orders (z=2.03)",113,130435.86,39895.58,38.11804618339626,-3.356648237273557,52.34122930752145,"An anomaly was detected on 2025-12-16 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 38.1% compared with normal business performance, profit decreased by 3.4%, and orders increased by 52.3%. The main contributing KPIs were repeat_customer_rate (z=-2.69), profit_margin (z=-2.36), orders (z=2.03)."
2024-01-24,Possible Anomaly,Medium,Critical,"repeat_customer_rate (z=-3.03), delivery_delay_rate (z=-2.14)",51,60291.53,29336.0,-36.157523513797344,-28.936253908043376,-31.24422394085315,"An anomaly was detected on 2024-01-24 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 36.2% compared with normal business performance, profit decreased by 28.9%, and orders decreased by 31.2%. The main contributing KPIs were repeat_customer_rate (z=-3.03), delivery_delay_rate (z=-2.14)."
2025-11-08,Possible Anomaly,Medium,Critical,profit_margin (z=-2.75),87,128255.88,36350.6,35.809673483443355,-11.944034336982606,17.289265042074035,"An anomaly was detected on 2025-11-08 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 35.8% compared with normal business performance, profit decreased by 11.9%, and orders increased by 17.3%. The main contributing KPIs were profit_margin (z=-2.75)."
2021-01-24,Possible Anomaly,Medium,Critical,repeat_customer_rate (z=-3.03),51,64739.95,29920.19,-31.447108149470825,-27.52110767715096,-31.24422394085315,"An anomaly was detected on 2021-01-24 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 31.4% compared with normal business performance, profit decreased by 27.5%, and orders decreased by 31.2%. The main contributing KPIs were repeat_customer_rate (z=-3.03)."
2021-05-23,Possible Anomaly,Medium,Critical,negative_sentiment_rate (z=3.25),56,65442.22,31598.52,-30.70347706294896,-23.45550851644351,-24.503461582113264,"An anomaly was detected on 2021-05-23 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 30.7% compared with normal business performance, profit decreased by 23.5%, and orders decreased by 24.5%. The main contributing KPIs were negative_sentiment_rate (z=3.25)."
2021-01-20,Possible Anomaly,Medium,Critical,payment_failure_rate (z=3.70),47,65653.51,32751.44,-30.479742869161385,-20.662666474435788,-36.63683382784506,"An anomaly was detected on 2021-01-20 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 30.5% compared with normal business performance, profit decreased by 20.7%, and orders decreased by 36.6%. The main contributing KPIs were payment_failure_rate (z=3.70)."
2025-01-08,Possible Anomaly,Medium,Critical,"negative_sentiment_rate (z=3.55), delivery_delay_rate (z=3.28)",52,65660.45,31126.99,-30.47239412901804,-24.59774631964573,-29.896071469105173,"An anomaly was detected on 2025-01-08 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 30.5% compared with normal business performance, profit decreased by 24.6%, and orders decreased by 29.9%. The main contributing KPIs were negative_sentiment_rate (z=3.55), delivery_delay_rate (z=3.28)."
2024-05-26,Possible Anomaly,Medium,Critical,"negative_sentiment_rate (z=3.81), delivery_delay_rate (z=2.62), average_rating (z=-2.31)",49,66093.63,32266.34,-30.01370144093576,-21.837776347261254,-33.940528884349106,"An anomaly was detected on 2024-05-26 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 30.0% compared with normal business performance, profit decreased by 21.8%, and orders decreased by 33.9%. The main contributing KPIs were negative_sentiment_rate (z=3.81), delivery_delay_rate (z=2.62), average_rating (z=-2.31)."
2023-09-21,Confirmed Anomaly,High,High,"delivery_delay_rate (z=3.91), repeat_customer_rate (z=-3.03), payment_failure_rate (z=-2.41)",51,66159.75,30768.71,-29.943687219281944,-25.465646474739344,-31.24422394085315,"An anomaly was detected on 2023-09-21 with high confidence. The anomaly is classified as confirmed anomaly with high business impact. Revenue decreased by 29.9% compared with normal business performance, profit decreased by 25.5%, and orders decreased by 31.2%. The main contributing KPIs were delivery_delay_rate (z=3.91), repeat_customer_rate (z=-3.03), payment_failure_rate (z=-2.41)."
2024-07-30,Possible Anomaly,Medium,Critical,"delivery_delay_rate (z=3.28), profit (z=-2.08)",48,67415.53,25360.75,-28.613946455996565,-38.56592927796601,-35.28868135609709,"An anomaly was detected on 2024-07-30 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 28.6% compared with normal business performance, profit decreased by 38.6%, and orders decreased by 35.3%. The main contributing KPIs were delivery_delay_rate (z=3.28), profit (z=-2.08)."
2022-12-29,Possible Anomaly,Medium,High,orders (z=2.08),114,121356.64,42946.99,28.504093952244375,4.035110198179711,53.68938177926943,"An anomaly was detected on 2022-12-29 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 28.5% compared with normal business performance, profit increased by 4.0%, and orders increased by 53.7%. The main contributing KPIs were orders (z=2.08)."
2024-02-27,Possible Anomaly,Medium,High,negative_sentiment_rate (z=3.12),58,67549.77,31968.31,-28.471800220140413,-22.5597264511536,-21.807156638617307,"An anomaly was detected on 2024-02-27 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 28.5% compared with normal business performance, profit decreased by 22.6%, and orders decreased by 21.8%. The main contributing KPIs were negative_sentiment_rate (z=3.12)."
2024-04-14,Possible Anomaly,Medium,High,delivery_delay_rate (z=3.07),62,70688.12,33541.94,-25.148613097828648,-18.747753354525372,-16.4145467516254,"An anomaly was detected on 2024-04-14 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 25.1% compared with normal business performance, profit decreased by 18.7%, and orders decreased by 16.4%. The main contributing KPIs were delivery_delay_rate (z=3.07)."
2023-07-06,Possible Anomaly,Medium,Critical,repeat_customer_rate (z=-3.03),51,70766.25,28402.08,-25.065881531921008,-31.19858871000002,-31.24422394085315,"An anomaly was detected on 2023-07-06 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue decreased by 25.1% compared with normal business performance, profit decreased by 31.2%, and orders decreased by 31.2%. The main contributing KPIs were repeat_customer_rate (z=-3.03)."
2023-05-25,Possible Anomaly,Medium,High,negative_sentiment_rate (z=3.72),50,71232.86,32541.43,-24.57178994139035,-21.171396271162394,-32.592376412601126,"An anomaly was detected on 2023-05-25 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 24.6% compared with normal business performance, profit decreased by 21.2%, and orders decreased by 32.6%. The main contributing KPIs were negative_sentiment_rate (z=3.72)."
2023-06-29,Possible Anomaly,Medium,High,average_rating (z=3.32),62,71531.47,33706.16,-24.25559292493472,-18.349945596711724,-16.4145467516254,"An anomaly was detected on 2023-06-29 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 24.3% compared with normal business performance, profit decreased by 18.3%, and orders decreased by 16.4%. The main contributing KPIs were average_rating (z=3.32)."
2023-03-12,Possible Anomaly,Medium,High,negative_sentiment_rate (z=3.47),53,71809.01,34223.840000000004,-23.961706852977677,-17.095913687900566,-28.547918997357197,"An anomaly was detected on 2023-03-12 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 24.0% compared with normal business performance, profit decreased by 17.1%, and orders decreased by 28.5%. The main contributing KPIs were negative_sentiment_rate (z=3.47)."
2025-01-13,Possible Anomaly,Medium,High,negative_sentiment_rate (z=3.18),57,72101.2,35347.94,-23.652307950602772,-14.372885429720569,-23.155309110365284,"An anomaly was detected on 2025-01-13 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 23.7% compared with normal business performance, profit decreased by 14.4%, and orders decreased by 23.2%. The main contributing KPIs were negative_sentiment_rate (z=3.18)."
2024-07-04,Possible Anomaly,Medium,High,average_order_value (z=2.17),73,116384.04,47282.14,23.23862633887826,14.536610023327851,-1.5848695623976474,"An anomaly was detected on 2024-07-04 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 23.2% compared with normal business performance, profit increased by 14.5%, and orders decreased by 1.6%. The main contributing KPIs were average_order_value (z=2.17)."
2022-01-24,Possible Anomaly,Medium,High,delivery_delay_rate (z=3.79),63,72713.14,32567.28,-23.004326964534464,-21.10877703757646,-15.066394279877422,"An anomaly was detected on 2022-01-24 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 23.0% compared with normal business performance, profit decreased by 21.1%, and orders decreased by 15.1%. The main contributing KPIs were delivery_delay_rate (z=3.79)."
2024-04-09,Possible Anomaly,Medium,High,"negative_sentiment_rate (z=4.24), average_rating (z=-2.79)",67,72868.69,35909.79,-22.839615649073917,-13.011855782128338,-9.673784392885512,"An anomaly was detected on 2024-04-09 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 22.8% compared with normal business performance, profit decreased by 13.0%, and orders decreased by 9.7%. The main contributing KPIs were negative_sentiment_rate (z=4.24), average_rating (z=-2.79)."
2025-12-04,Possible Anomaly,Medium,High,,102,115104.86,39937.32,21.88410740277529,-3.25553694869031,37.5115521182937,"An anomaly was detected on 2025-12-04 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 21.9% compared with normal business performance, profit decreased by 3.3%, and orders increased by 37.5%. The main contributing KPIs were multiple business KPIs."
2022-05-30,Possible Anomaly,Medium,High,average_rating (z=-3.61),62,74820.53,34521.69,-20.772819545129803,-16.37439961735621,-16.4145467516254,"An anomaly was detected on 2022-05-30 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 20.8% compared with normal business performance, profit decreased by 16.4%, and orders decreased by 16.4%. The main contributing KPIs were average_rating (z=-3.61)."
2022-10-06,Possible Anomaly,Medium,High,"delivery_delay_rate (z=3.18), average_rating (z=-2.39)",65,74967.85,37644.96,-20.61682294600638,-8.808566979756499,-12.370089336381469,"An anomaly was detected on 2022-10-06 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 20.6% compared with normal business performance, profit decreased by 8.8%, and orders decreased by 12.4%. The main contributing KPIs were delivery_delay_rate (z=3.18), average_rating (z=-2.39)."
2021-02-04,Possible Anomaly,Medium,High,"payment_failure_rate (z=4.07), average_rating (z=-2.36)",64,75092.8,34816.78,-20.48451385653808,-15.659571391480998,-13.718241808129443,"An anomaly was detected on 2021-02-04 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 20.5% compared with normal business performance, profit decreased by 15.7%, and orders decreased by 13.7%. The main contributing KPIs were payment_failure_rate (z=4.07), average_rating (z=-2.36)."
2024-10-26,Possible Anomaly,Medium,High,average_order_value (z=3.03),66,113585.79,52519.21,20.275569839441,27.222927610790464,-11.02193686463349,"An anomaly was detected on 2024-10-26 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 20.3% compared with normal business performance, profit increased by 27.2%, and orders decreased by 11.0%. The main contributing KPIs were average_order_value (z=3.03)."
2023-04-17,Possible Anomaly,Medium,High,negative_sentiment_rate (z=3.78),74,75490.18000000001,36505.92,-20.06372965507417,-11.567786005819436,-0.2367170906496701,"An anomaly was detected on 2023-04-17 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue decreased by 20.1% compared with normal business performance, profit decreased by 11.6%, and orders decreased by 0.2%. The main contributing KPIs were negative_sentiment_rate (z=3.78)."
2024-03-27,Possible Anomaly,Medium,High,repeat_customer_rate (z=-4.27),75,111898.37,53540.96,18.488767088335692,29.69802246248997,1.1114353810983073,"An anomaly was detected on 2024-03-27 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 18.5% compared with normal business performance, profit increased by 29.7%, and orders increased by 1.1%. The main contributing KPIs were repeat_customer_rate (z=-4.27)."
2022-10-28,Possible Anomaly,Medium,Critical,payment_failure_rate (z=3.43),82,111610.26,55608.119999999995,18.183688482759752,34.705526327074395,10.54850268333415,"An anomaly was detected on 2022-10-28 with medium confidence. The anomaly is classified as possible anomaly with critical business impact. Revenue increased by 18.2% compared with normal business performance, profit increased by 34.7%, and orders increased by 10.5%. The main contributing KPIs were payment_failure_rate (z=3.43)."
2022-04-30,Possible Anomaly,Medium,High,"average_order_value (z=3.62), delivery_delay_rate (z=2.75)",61,110182.16,53558.35,16.67147871349456,29.740148128720513,-17.762699223373378,"An anomaly was detected on 2022-04-30 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 16.7% compared with normal business performance, profit increased by 29.7%, and orders decreased by 17.8%. The main contributing KPIs were average_order_value (z=3.62), delivery_delay_rate (z=2.75)."
2022-08-15,Possible Anomaly,Medium,High,"negative_sentiment_rate (z=3.55), payment_failure_rate (z=-2.41)",78,108595.44,49966.01,14.991306817206848,21.038036810341072,5.15589279634224,"An anomaly was detected on 2022-08-15 with medium confidence. The anomaly is classified as possible anomaly with high business impact. Revenue increased by 15.0% compared with normal business performance, profit increased by 21.0%, and orders increased by 5.2%. The main contributing KPIs were negative_sentiment_rate (z=3.55), payment_failure_rate (z=-2.41)."
